block_number,from_address,to_address,transaction_id,exchange_rate
24960751,0xdf31b012c035ff60be20ded74cf82c20729907ee,0xe0554a476a092703abdb3ef35c80e0d76d32939f,0x343f8ee9c0b1c293bc611d3f787e0fbeabbccfd2267a55001af77b28e6cf70e7,2314.6673908428811270677741150742078357052870252851
24960751,0x7f54f05635d15cde17a49502fedb9d1803a3be8a,0xe0554a476a092703abdb3ef35c80e0d76d32939f,0xcedfea4a19352b6129e661c13e99207a0e9ccccf4cbdc71e4d2bf2d40e16a45c,2314.7210575772203857542860930651592008311202050725
24960751,0x4c3ccc98c01103be72bcfd29e1d2454c98d1a6e3,0xd315a9c38ec871068fec378e4ce78af528c76293,0x39ad65edc6ede4778542f6a30de171959848f71474940e7fd9fd01414dad1cf8,2314.3208016511632762161002948775093357262631460523
24960753,0x061d25282e0cb3e32d983817d167385a7f97dda5,0xe0554a476a092703abdb3ef35c80e0d76d32939f,0xd4f43e03a39d1fec7229c10a0ddb3d2317b82ced67123747078a30802f0da92d,2314.7375691966377759350464785550929654657870380714
24960753,0x4313c378cc91ea583c91387b9216e2c03096b27f,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0x8da8314e850baa5413f7489d88059a052cabeaf2f49f99e2df59b32fccabdeba,2316.2941702470771874828803651837274409093529821218
24960753,0xe0554a476a092703abdb3ef35c80e0d76d32939f,0xd1ee705d774d59541d3d395e72a16e48389df7c7,0x59176e3b25a22c89fb6575f03f31bc94e955841786a19fe00abc71ad2e23fa78,2314.2894117647058823529411764705882352941176470588
24960753,0x2c0552e5dcb79b064fd23e358a86810bc5994244,0xe0554a476a092703abdb3ef35c80e0d76d32939f,0xca376f87be904cc41caa4c61495793fd4ba20c6533ddaad278e0069943ec6909,2314.7645226271704892925542495820771717889593141134
24960753,0x1ac1a8feaaea1900c4166deeed0c11cc10669d36,0x8f10b468b06c6fd214b65f87778827f7d113f996,0x73a750ac694661252169e08b0fb833fc383d40ff11f77b77c3de0397d17b0f2f,2313.4672313736058615170076193723182434123513984826
24960753,0xbc1d9760bd6ca468ca9fb5ff2cfbeac35d86c973,0x000000000004444c5dc75cb358380d2e3de08a90,0x7e2179a9b3e8bd5003ee26bec28828f6c8dce14ca9aa751ad53a4abbc7dcd39e,2310.8895749202846748118007785310769929179547440473
24960754,0x28b1dc1a5e3699a428bc51d234dfab7c9cb2a183,0x163f3103de041d25464e2c8a4f8f3187ec1856e0,0x927c432861f194d315684c2450e5f2aaad9c8ccc7ae252deab9a7f345ead2d39,2471.2196288718232117993446573726344565241222603315
